iter	Passed	Remaining
291	18665	300946
292	18732	300933
293	18799	300923
294	18882	301165
295	18956	301248
296	19015	301116
297	19085	301147
298	19148	301063
299	19226	301218
300	19294	301215
301	19359	301161
302	19432	301239
303	19496	301168
304	19560	301098
305	19630	301134
306	19669	300681
307	19702	300148
308	19776	300236
309	19852	300344
310	19931	300508
311	19993	300413
312	20064	300453
313	20126	300354
314	20172	300018
315	20204	299483
316	20262	299336
317	20328	299309
318	20398	299333
319	20472	299415
320	20538	299370
321	20605	299353
322	20673	299346
323	20739	299321
324	20808	299327
325	20853	298988
326	20908	298791
327	20947	298372
328	20995	298084
329	21063	298081
330	21139	298195
331	21208	298196
332	21272	298138
333	21341	298140
334	21408	298120
335	21474	298084
336	21536	297993
337	21602	297957
338	21672	297976
339	21739	297958
340	21808	297961
341	21873	297912
342	21939	297882
343	22005	297837
344	22075	297860
345	22136	297753
346	22168	297256
347	22198	296750
348	22232	296280
349	22266	295826
350	22336	295846
351	22401	295801
352	22465	295736
353	22529	295683
354	22595	295656
355	22661	295617
356	22726	295568
357	22786	295463
358	22849	295383
359	22919	295404
360	22985	295370
361	23049	295316
362	23118	295324
363	23187	295320
364	23245	295188
365	23312	295168
366	23386	295232
367	23454	295226
368	23515	295126
369	23579	295067
370	23648	295068
371	23708	294948
372	23771	294880
373	23834	294811
374	23915	294963
375	23983	294947
376	24041	294812
377	24110	294807
378	24184	294866
379	24249	294824
380	24316	294792
381	24365	294551
382	24418	294358
383	24463	294071
384	24512	293826
385	24569	293688
386	24604	293282
387	24640	292885
388	24677	292516
389	24723	292249
390	24769	291973
391	24816	291723
392	24863	291467
393	24900	291092
394	24938	290736
395	24980	290428
396	25028	290191
397	25076	289957
398	25134	289835
399	25194	289733
400	25220	289252
401	25244	288745
402	25315	288776
403	25376	288694
404	25442	288667
405	25504	288590
406	25567	288530
407	25631	288474
408	25693	288412
409	25752	288303
410	25815	288243
411	25879	288196
412	25940	288114
413	26011	288131
414	26072	288056
415	26137	288014
416	26204	287999
417	26275	288029
418	26337	287949
419	26398	287865
420	26461	287805
421	26521	287715
422	26588	287691
423	26653	287655
424	26726	287698
425	26794	287691
426	26863	287692
427	26944	287829
428	27026	287964
429	27100	288025
430	27176	288097
431	27222	287851
432	27256	287480
433	27291	287122
434	27371	287245
435	27443	287278
436	27508	287233
437	27575	287217
438	27637	287141
439	27711	287193
440	27781	287197
441	27863	287331
442	27919	287204
443	27991	287229
444	28061	287231
445	28124	287168
446	28186	287102
447	28257	287118
448	28318	287035
449	28372	286876
450	28413	286588
451	28447	286238
452	28485	285926
453	28526	285641
454	28572	285413
455	28629	285295
456	28691	285223
457	28744	285062
458	28772	284651
459	28820	284449
460	28881	284371
461	28951	284376
462	29022	284399
463	29059	284083
464	29115	283952
465	29185	283967
466	29249	283912
467	29312	283855
468	29379	283839
469	29449	283847
470	29515	283807
471	29579	283764
472	29646	283744
473	29718	283766
474	29772	283624
475	29835	283560
476	29898	283500
477	29975	283576
478	30046	283590
479	30117	283604
480	30182	283562
481	30248	283534
482	30310	283463
483	30374	283412
484	30441	283385
485	30499	283284
486	30570	283295
487	30635	283256
488	30696	283177
489	30760	283120
490	30830	283122
491	30897	283104
492	30968	283109
493	31028	283026
494	31093	282981
495	31167	283023
496	31234	282999
497	31290	282875
498	31356	282837
499	31419	282778
500	31491	282794
501	31551	282709
502	31625	282742
503	31690	282699
504	31754	282643
505	31812	282537
506	31874	282466
507	31943	282465
508	32008	282419
509	32070	282346
510	32136	282311
511	32206	282311
512	32270	282259
513	32343	282278
514	32393	282102
515	32457	282050
516	32525	282033
517	32575	281859
518	32617	281620
519	32656	281344
520	32685	280996
521	32721	280702
522	32792	280713
523	32856	280661
524	32917	280584
525	32988	280594
526	33079	280763
527	33144	280723
528	33210	280688
529	33269	280593
530	33331	280526
531	33409	280586
532	33464	280457
533	33508	280237
534	33547	279978
535	33581	279681
536	33611	279348
537	33672	279271
538	33746	279302
539	33806	279220
540	33871	279175
541	33929	279074
542	33988	278979
543	34051	278924
544	34119	278904
545	34185	278866
546	34251	278834
547	34315	278781
548	34386	278787
549	34438	278640
550	34478	278397
551	34516	278136
552	34560	277917
553	34631	277928
554	34696	277885
555	34765	277871
556	34826	277803
557	34887	277726
558	34954	277694
559	35014	277617
560	35085	277622
561	35139	277486
562	35182	277276
563	35218	277000
564	35266	276829
565	35332	276793
566	35399	276767
567	35471	276779
568	35534	276721
569	35594	276640
570	35657	276577
571	35721	276529
572	35792	276529
573	35858	276494
574	35918	276419
575	35983	276371
576	36042	276285
577	36112	276277
578	36173	276202
579	36231	276109
580	36296	276068
581	36359	276010
582	36422	275946
583	36485	275892
584	36545	275811
585	36611	275774
586	36668	275672
587	36733	275623
588	36803	275618
589	36869	275587
590	36928	275497
591	36963	275228
592	37028	275181
593	37095	275154
594	37176	275228
595	37248	275236
596	37312	275186
597	37373	275116
598	37421	274942
599	37461	274715
600	37490	274409
601	37521	274116
602	37550	273811
603	37599	273655
604	37660	273582
605	37724	273536
606	37793	273517
607	37855	273453
608	37914	273373
609	37975	273297
610	38037	273237
611	38096	273148
612	38159	273091
613	38220	273018
614	38283	272966
615	38352	272951
616	38418	272915
617	38480	272851
618	38551	272846
619	38612	272779
620	38680	272754
621	38742	272691
622	38802	272614
623	38863	272545
624	38927	272494
625	38993	272459
626	39056	272402
627	39113	272301
628	39192	272354
629	39272	272412
630	39321	272258
631	39361	272041
632	39411	271896
633	39481	271889
634	39542	271812
635	39605	271755
636	39671	271719
637	39744	271730
638	39806	271668
639	39871	271623
640	39934	271567
641	40004	271559
642	40073	271536
643	40137	271485
644	40203	271451
645	40267	271400
646	40333	271361
647	40404	271359
648	40486	271426
649	40529	271237
650	40570	271031
651	40620	270883
652	40687	270854
653	40747	270777
654	40804	270679
655	40834	270402
656	40878	270223
657	40941	270166
658	41003	270103
659	41067	270048
660	41131	269999
661	41202	269997
662	41244	269801
663	41286	269605
664	41341	269499
665	41405	269445
666	41438	269195
667	41472	268951
668	41537	268905
669	41605	268882
670	41670	268838
671	41732	268779
672	41799	268744
673	41864	268702
674	41924	268625
675	41984	268553
676	42048	268502
677	42115	268471
678	42178	268412
679	42247	268394
680	42298	268263
681	42357	268181
682	42418	268109
683	42486	268090
684	42565	268134
685	42638	268137
686	42700	268073
687	42761	268003
688	42826	267959
689	42888	267895
690	42950	267835
691	43007	267742
692	43071	267692
693	43133	267627
694	43197	267578
695	43263	267540
696	43327	267486
697	43390	267430
698	43460	267416
699	43529	267396
700	43602	267401
701	43672	267387
702	43737	267339
703	43808	267330
704	43868	267254
705	43950	267314
706	44014	267264
707	44083	267237
708	44151	267215
709	44225	267220
710	44292	267186
711	44355	267127
712	44433	267159
713	44477	266987
714	44542	266942
715	44617	266959
716	44685	266930
717	44760	266943
718	44831	266930
719	44905	266939
720	44980	266949
721	45048	266924
722	45122	266925
723	45194	266923
724	45275	266967
725	45330	266865
726	45376	266701
727	45425	266564
728	45491	266521
729	45554	266460
730	45613	266378
731	45675	266315
732	45749	266321
733	45814	266270
734	45882	266242
735	45956	266250
736	46024	266220
737	46093	266190
738	46147	266080
739	46191	265911
740	46222	265672
741	46273	265543
742	46333	265467
743	46391	265377
744	46462	265367
745	46526	265312
746	46589	265251
747	46671	265301
748	46742	265287
749	46809	265256
750	46878	265226
751	46950	265219
752	47022	265213
753	47091	265187
754	47156	265140
755	47187	264898
756	47212	264626
757	47243	264389
758	47270	264130
759	47295	263859
760	47349	263748
761	47408	263668
762	47476	263641
763	47536	263566
764	47603	263528
765	47672	263504
766	47736	263453
767	47807	263437
768	47879	263429
769	47946	263397
770	48011	263346
771	48073	263283
772	48139	263239
773	48202	263185
774	48254	263066
775	48323	263036
776	48384	262968
777	48444	262895
778	48510	262855
779	48575	262804
780	48647	262795
781	48713	262754
782	48776	262694
783	48844	262664
784	48913	262636
785	48987	262638
786	49050	262581
787	49110	262504
788	49170	262430
789	49214	262267
790	49286	262258
791	49356	262235
792	49421	262190
793	49490	262164
794	49552	262099
795	49621	262071
796	49681	261995
797	49728	261855
798	49756	261608
799	49808	261492
800	49876	261464
801	49943	261425
802	50008	261376
803	50076	261342
804	50140	261292
805	50211	261275
806	50281	261249
807	50346	261202
808	50407	261132
809	50469	261070
810	50535	261028
811	50607	261016
812	50673	260973
813	50733	260898
814	50790	260809
815	50823	260595
816	50852	260361
817	50882	260135
818	50949	260099
819	51014	260049
820	51076	259987
821	51139	259929
822	51204	259880
823	51279	259881
824	51346	259842
825	51418	259833
826	51480	259765
827	51542	259702
828	51607	259656
829	51672	259609
830	51735	259550
831	51804	259518
832	51865	259453
833	51931	259407
834	51994	259350
835	52066	259338
836	52131	259289
837	52189	259205
838	52255	259161
839	52326	259140
840	52390	259085
841	52451	259019
842	52517	258972
843	52583	258929
844	52646	258869
845	52713	258830
846	52783	258808
847	52850	258767
848	52907	258679
849	52973	258633
850	53039	258592
851	53100	258522
852	53175	258520
853	53268	258609
854	53330	258542
855	53376	258400
856	53411	258209
857	53443	257997
858	53479	257809
859	53507	257581
860	53545	257403
861	53593	257273
862	53643	257155
863	53711	257119
864	53773	257054
865	53842	257025
866	53909	256985
867	53982	256976
868	54052	256952
869	54114	256886
870	54184	256863
871	54259	256860
872	54332	256849
873	54404	256834
874	54466	256770
875	54519	256666
876	54556	256485
877	54596	256319
878	54635	256147
879	54696	256080
880	54743	255947
881	54783	255782
882	54846	255722
883	54907	255653
884	54970	255595
885	55041	255576
886	55105	255522
887	55167	255458
888	55232	255412
889	55299	255370
890	55368	255341
891	55457	255403
892	55521	255349
893	55585	255296
894	55639	255197
895	55712	255184
896	55776	255127
897	55853	255134
898	55917	255081
899	55980	255023
900	56053	255008
901	56117	254956
902	56186	254924
903	56247	254854
904	56321	254846
905	56391	254819
906	56460	254788
907	56524	254733
908	56588	254679
909	56648	254608
910	56715	254566
911	56787	254548
912	56849	254482
913	56915	254439
914	56978	254380
915	57046	254343
916	57109	254281
917	57173	254229
918	57236	254170
919	57302	254122
920	57377	254119
921	57454	254122
922	57523	254088
923	57589	254041
924	57659	254013
925	57728	253981
926	57790	253914
927	57860	253889
928	57930	253860
929	58002	253839
930	58075	253823
931	58145	253795
932	58210	253744
933	58280	253714
934	58344	253656
935	58409	253608
936	58481	253587
937	58546	253535
938	58615	253501
939	58681	253452
940	58747	253408
941	58816	253371
942	58886	253344
943	58956	253312
944	59023	253272
945	59095	253250
946	59167	253226
947	59239	253205
948	59306	253160
949	59380	253148
950	59464	253179
951	59532	253139
952	59599	253095
953	59673	253079
954	59735	253015
955	59776	252860
956	59810	252681
957	59842	252487
958	59895	252384
959	59966	252358
960	60030	252302
961	60103	252284
962	60174	252256
963	60236	252192
964	60299	252134
965	60372	252115
966	60440	252077
967	60511	252049
968	60577	252000
969	60640	251937
970	60710	251906
971	60787	251904
972	60856	251870
973	60930	251856
974	61000	251824
975	61068	251780
976	61141	251764
977	61208	251718
978	61274	251668
979	61350	251663
980	61417	251615
981	61483	251568
982	61526	251427
983	61564	251262
984	61607	251120
985	61639	250932
986	61674	250759
987	61746	250737
988	61807	250668
989	61874	250623
990	61926	250519
991	61967	250368
992	62007	250214
993	62041	250038
994	62069	249838
995	62100	249647
996	62170	249618
997	62235	249566
998	62296	249496
999	62354	249417
1000	62414	249346
1001	62473	249271
1002	62536	249211
1003	62598	249145
1004	62659	249078
1005	62729	249049
1006	62793	248991
1007	62861	248952
1008	62923	248888
1009	62996	248868
1010	63059	248807
1011	63123	248753
1012	63193	248721
1013	63255	248655
1014	63318	248596
1015	63383	248541
1016	63443	248472
1017	63485	248330
1018	63552	248283
1019	63615	248226
1020	63677	248161
1021	63739	248096
1022	63795	248010
1023	63857	247947
1024	63918	247877
1025	63984	247829
1026	64048	247773
1027	64083	247605
1028	64115	247425
1029	64142	247228
1030	64169	247029
1031	64196	246833
1032	64225	246641
1033	64251	246442
1034	64281	246258
1035	64308	246059
1036	64370	245998
1037	64432	245934
1038	64503	245908
1039	64565	245846
1040	64632	245802
1041	64704	245776
1042	64764	245707
1043	64825	245641
1044	64888	245581
1045	64958	245548
1046	65013	245463
1047	65082	245427
1048	65150	245383
1049	65222	245359
1050	65289	245315
1051	65353	245263
1052	65423	245230
1053	65485	245168
1054	65543	245090
1055	65614	245058
1056	65676	244999
1057	65741	244946
1058	65807	244898
1059	65871	244841
1060	65930	244768
1061	65993	244710
1062	66065	244686
1063	66127	244621
1064	66199	244598
1065	66266	244552
1066	66331	244499
1067	66400	244462
1068	66471	244435
1069	66533	244371
1070	66603	244335
1071	66664	244270
1072	66732	244229
1073	66794	244167
1074	66867	244144
1075	66934	244098
1076	67012	244094
1077	67079	244050
1078	67147	244008
1079	67207	243939
1080	67281	243917
1081	67352	243887
1082	67412	243819
1083	67485	243794
1084	67560	243778
1085	67627	243734
1086	67662	243571
1087	67693	243399
1088	67725	243226
1089	67756	243054
1090	67784	242868
1091	67812	242683
1092	67842	242505
1093	67870	242323
1094	67896	242131
1095	67923	241946
1096	67981	241869
1097	68051	241836
1098	68111	241767
1099	68180	241731
1100	68246	241682
1101	68313	241638
1102	68386	241616
1103	68453	241569
1104	68517	241516
1105	68587	241481
1106	68658	241453
1107	68718	241381
1108	68785	241338
1109	68849	241283
1110	68915	241235
1111	68981	241186
1112	69047	241138
1113	69114	241092
1114	69174	241025
1115	69240	240976
1116	69313	240951
1117	69377	240896
1118	69444	240851
1119	69506	240791
1120	69586	240790
1121	69629	240662
1122	69667	240518
1123	69708	240382
1124	69733	240192
1125	69812	240189
1126	69875	240132
1127	69949	240110
1128	70023	240088
1129	70105	240095
1130	70161	240011
1131	70229	239970
1132	70289	239902
1133	70356	239856
1134	70420	239800
1135	70482	239738
1136	70548	239691
1137	70605	239610
1138	70652	239499
1139	70714	239435
1140	70785	239404
1141	70859	239382
1142	70925	239334
1143	70993	239294
1144	71064	239261
1145	71133	239222
1146	71203	239187
1147	71266	239127
1148	71332	239077
1149	71397	239025
1150	71475	239017
1151	71544	238979
1152	71623	238973
1153	71694	238941
1154	71763	238901
1155	71831	238859
1156	71899	238817
1157	71963	238759
1158	72027	238704
1159	72096	238664
1160	72166	238626
1161	72228	238566
1162	72300	238535
1163	72369	238497
1164	72434	238443
1165	72478	238320
1166	72527	238214
1167	72561	238062
1168	72593	237900
1169	72634	237770
1170	72707	237743
1171	72766	237669
1172	72829	237611
1173	72903	237588
1174	72966	237528
1175	73033	237482
1176	73106	237456
1177	73169	237395
1178	73236	237351
1179	73307	237317
1180	73382	237296
1181	73447	237243
1182	73520	237215
1183	73590	237178
1184	73676	237195
1185	73722	237080
1186	73765	236957
1187	73819	236870
1188	73847	236697
1189	73872	236516
1190	73940	236472
1191	74019	236464
1192	74079	236395
1193	74139	236328
1194	74209	236291
1195	74275	236240
1196	74334	236167
1197	74402	236127
1198	74464	236062
1199	74523	235990
1200	74592	235950
1201	74650	235874
1202	74703	235783
1203	74763	235716
1204	74807	235598
1205	74870	235538
1206	74936	235489
1207	75002	235437
1208	75062	235368
1209	75126	235313
1210	75206	235309
1211	75265	235236
1212	75311	235122
1213	75355	235004
1214	75381	234831
1215	75447	234779
1216	75518	234745
1217	75584	234696
1218	75650	234647
1219	75723	234617
1220	75765	234495
1221	75814	234390
1222	75845	234233
1223	75875	234074
1224	75900	233898
1225	75971	233863
1226	76041	233825
1227	76103	233762
1228	76167	233709
1229	76236	233669
1230	76300	233612
1231	76372	233580
1232	76433	233515
1233	76495	233452
1234	76556	233390
1235	76624	233343
1236	76696	233312
1237	76747	233218
1238	76785	233083
1239	76820	232940
1240	76849	232777
1241	76874	232604
1242	76912	232468
